FlorentineDrawings_IdentifierBB1961,BB_1961_number_letter,,,,BB_1938_number_letter,BB_1938_FirstPageNumber,BB_1938_LastPageNumber,BB_1903_number_letter,BB_1903_number_sortable,BB_1903_FirstPageNumber,BB_1903_LastPageNumber,1903_IIIF_URL,1903_200px_image,1903_500px_image
0002191-Berenson,"2,191",,,,2191,295,,2191,"2,191",152,,http://iiif.lib.harvard.edu/manifests/view/drs:423367548$319i,https://s3-eu-west-1.amazonaws.com/florentinedrawings/text200/32044103928974--__319.jpg,https://s3-eu-west-1.amazonaws.com/florentinedrawings/text500/32044103928974--__319.jpg
0002192-Berenson,"2,192",,,,2192,295,,2192,"2,192",152,,http://iiif.lib.harvard.edu/manifests/view/drs:423367548$319i,https://s3-eu-west-1.amazonaws.com/florentinedrawings/text200/32044103928974--__319.jpg,https://s3-eu-west-1.amazonaws.com/florentinedrawings/text500/32044103928974--__319.jpg
0002193-Berenson,"2,193",,,,2193,295,,2193,"2,193",152,,http://iiif.lib.harvard.edu/manifests/view/drs:423367548$319i,https://s3-eu-west-1.amazonaws.com/florentinedrawings/text200/32044103928974--__319.jpg,https://s3-eu-west-1.amazonaws.com/florentinedrawings/text500/32044103928974--__319.jpg
0002194-Berenson,"2,194",,,,2194,295,,2194,"2,194",152,,http://iiif.lib.harvard.edu/manifests/view/drs:423367548$319i,https://s3-eu-west-1.amazonaws.com/florentinedrawings/text200/32044103928974--__319.jpg,https://s3-eu-west-1.amazonaws.com/florentinedrawings/text500/32044103928974--__319.jpg
0002195-Berenson,"2,195",,,,2195,295,,2195,"2,195",152,,http://iiif.lib.harvard.edu/manifests/view/drs:423367548$319i,https://s3-eu-west-1.amazonaws.com/florentinedrawings/text200/32044103928974--__319.jpg,https://s3-eu-west-1.amazonaws.com/florentinedrawings/text500/32044103928974--__319.jpg
0002196-Berenson,"2,196",,,,2196,295,,2196,"2,196",152,,http://iiif.lib.harvard.edu/manifests/view/drs:423367548$319i,https://s3-eu-west-1.amazonaws.com/florentinedrawings/text200/32044103928974--__319.jpg,https://s3-eu-west-1.amazonaws.com/florentinedrawings/text500/32044103928974--__319.jpg
0002197-Berenson,2197,,495,,2197,295,,2197,"2,197",152,,http://iiif.lib.harvard.edu/manifests/view/drs:423367548$319i,https://s3-eu-west-1.amazonaws.com/florentinedrawings/text200/32044103928974--__319.jpg,https://s3-eu-west-1.amazonaws.com/florentinedrawings/text500/32044103928974--__319.jpg
0002198-Berenson,"2,198",,,,2198,295,,2198,"2,198",152,,http://iiif.lib.harvard.edu/manifests/view/drs:423367548$319i,https://s3-eu-west-1.amazonaws.com/florentinedrawings/text200/32044103928974--__319.jpg,https://s3-eu-west-1.amazonaws.com/florentinedrawings/text500/32044103928974--__319.jpg
0002199-Berenson,"2,199",,,,2199,295,,2199,"2,199",152,,http://iiif.lib.harvard.edu/manifests/view/drs:423367548$319i,https://s3-eu-west-1.amazonaws.com/florentinedrawings/text200/32044103928974--__319.jpg,https://s3-eu-west-1.amazonaws.com/florentinedrawings/text500/32044103928974--__319.jpg
0002200-Berenson,"2,200",,,,2200,295,,2200,"2,200",152,,http://iiif.lib.harvard.edu/manifests/view/drs:423367548$319i,https://s3-eu-west-1.amazonaws.com/florentinedrawings/text200/32044103928974--__319.jpg,https://s3-eu-west-1.amazonaws.com/florentinedrawings/text500/32044103928974--__319.jpg
0002201-Berenson,"2,201",,,,2201,295,,2201,"2,201",152,,http://iiif.lib.harvard.edu/manifests/view/drs:423367548$319i,https://s3-eu-west-1.amazonaws.com/florentinedrawings/text200/32044103928974--__319.jpg,https://s3-eu-west-1.amazonaws.com/florentinedrawings/text500/32044103928974--__319.jpg
0002202-Berenson,"2,202",,,,2202,295,,2202,"2,202",152,,http://iiif.lib.harvard.edu/manifests/view/drs:423367548$319i,https://s3-eu-west-1.amazonaws.com/florentinedrawings/text200/32044103928974--__319.jpg,https://s3-eu-west-1.amazonaws.com/florentinedrawings/text500/32044103928974--__319.jpg
0002203-Berenson,"2,203",,,,2203,296,,2203,"2,203",152,,http://iiif.lib.harvard.edu/manifests/view/drs:423367548$319i,https://s3-eu-west-1.amazonaws.com/florentinedrawings/text200/32044103928974--__319.jpg,https://s3-eu-west-1.amazonaws.com/florentinedrawings/text500/32044103928974--__319.jpg
0002204-Berenson,"2,204",,,,2204,296,,2204,"2,204",152,,http://iiif.lib.harvard.edu/manifests/view/drs:423367548$319i,https://s3-eu-west-1.amazonaws.com/florentinedrawings/text200/32044103928974--__319.jpg,https://s3-eu-west-1.amazonaws.com/florentinedrawings/text500/32044103928974--__319.jpg
0002205-Berenson,"2,205",,,,2205,296,,2205,"2,205",152,,http://iiif.lib.harvard.edu/manifests/view/drs:423367548$319i,https://s3-eu-west-1.amazonaws.com/florentinedrawings/text200/32044103928974--__319.jpg,https://s3-eu-west-1.amazonaws.com/florentinedrawings/text500/32044103928974--__319.jpg
0002206-Berenson,"2,206",,,,2206,296,,2206,"2,206",152,,http://iiif.lib.harvard.edu/manifests/view/drs:423367548$319i,https://s3-eu-west-1.amazonaws.com/florentinedrawings/text200/32044103928974--__319.jpg,https://s3-eu-west-1.amazonaws.com/florentinedrawings/text500/32044103928974--__319.jpg
0002207-Berenson,"2,207",,,,2207,296,,2207,"2,207",152,,http://iiif.lib.harvard.edu/manifests/view/drs:423367548$319i,https://s3-eu-west-1.amazonaws.com/florentinedrawings/text200/32044103928974--__319.jpg,https://s3-eu-west-1.amazonaws.com/florentinedrawings/text500/32044103928974--__319.jpg
0002208-Berenson,"2,208",,,,2208,296,,2208,"2,208",152,,http://iiif.lib.harvard.edu/manifests/view/drs:423367548$319i,https://s3-eu-west-1.amazonaws.com/florentinedrawings/text200/32044103928974--__319.jpg,https://s3-eu-west-1.amazonaws.com/florentinedrawings/text500/32044103928974--__319.jpg
0002209-Berenson,"2,209",,,,2209,296,,2209,"2,209",152,,http://iiif.lib.harvard.edu/manifests/view/drs:423367548$319i,https://s3-eu-west-1.amazonaws.com/florentinedrawings/text200/32044103928974--__319.jpg,https://s3-eu-west-1.amazonaws.com/florentinedrawings/text500/32044103928974--__319.jpg
0002210-Berenson,"2,210",,,,2210,296,,2210,"2,210",153,,http://iiif.lib.harvard.edu/manifests/view/drs:423367548$322i,https://s3-eu-west-1.amazonaws.com/florentinedrawings/text200/32044103928974--__322.jpg,https://s3-eu-west-1.amazonaws.com/florentinedrawings/text500/32044103928974--__322.jpg
0002211-Berenson,"2,211",,,,2211,296,,2211,"2,211",153,,http://iiif.lib.harvard.edu/manifests/view/drs:423367548$322i,https://s3-eu-west-1.amazonaws.com/florentinedrawings/text200/32044103928974--__322.jpg,https://s3-eu-west-1.amazonaws.com/florentinedrawings/text500/32044103928974--__322.jpg
0002212-Berenson,"2,212",,,,2212,296,,2212,"2,212",153,,http://iiif.lib.harvard.edu/manifests/view/drs:423367548$322i,https://s3-eu-west-1.amazonaws.com/florentinedrawings/text200/32044103928974--__322.jpg,https://s3-eu-west-1.amazonaws.com/florentinedrawings/text500/32044103928974--__322.jpg
0002213-Berenson,"2,213",,,,2213,296,,2213,"2,213",153,,http://iiif.lib.harvard.edu/manifests/view/drs:423367548$322i,https://s3-eu-west-1.amazonaws.com/florentinedrawings/text200/32044103928974--__322.jpg,https://s3-eu-west-1.amazonaws.com/florentinedrawings/text500/32044103928974--__322.jpg
0002214-Berenson,"2,214",,,,2214,296,,2214,"2,214",153,,http://iiif.lib.harvard.edu/manifests/view/drs:423367548$322i,https://s3-eu-west-1.amazonaws.com/florentinedrawings/text200/32044103928974--__322.jpg,https://s3-eu-west-1.amazonaws.com/florentinedrawings/text500/32044103928974--__322.jpg
0002215-Berenson,"2,215",,,,2215,296,,2215,"2,215",153,,http://iiif.lib.harvard.edu/manifests/view/drs:423367548$322i,https://s3-eu-west-1.amazonaws.com/florentinedrawings/text200/32044103928974--__322.jpg,https://s3-eu-west-1.amazonaws.com/florentinedrawings/text500/32044103928974--__322.jpg
0002216-Berenson,"2,216",,,,2216,297,,2216,"2,216",153,,http://iiif.lib.harvard.edu/manifests/view/drs:423367548$322i,https://s3-eu-west-1.amazonaws.com/florentinedrawings/text200/32044103928974--__322.jpg,https://s3-eu-west-1.amazonaws.com/florentinedrawings/text500/32044103928974--__322.jpg
0002217-Berenson,"2,217",,,,2217,297,,2217,"2,217",153,,http://iiif.lib.harvard.edu/manifests/view/drs:423367548$322i,https://s3-eu-west-1.amazonaws.com/florentinedrawings/text200/32044103928974--__322.jpg,https://s3-eu-west-1.amazonaws.com/florentinedrawings/text500/32044103928974--__322.jpg
0002218-Berenson,"2,218",,,,2218,297,,2218,"2,218",153,,http://iiif.lib.harvard.edu/manifests/view/drs:423367548$322i,https://s3-eu-west-1.amazonaws.com/florentinedrawings/text200/32044103928974--__322.jpg,https://s3-eu-west-1.amazonaws.com/florentinedrawings/text500/32044103928974--__322.jpg
0002219-Berenson,"2,219",,,,2219,297,,2219,"2,219",153,,http://iiif.lib.harvard.edu/manifests/view/drs:423367548$322i,https://s3-eu-west-1.amazonaws.com/florentinedrawings/text200/32044103928974--__322.jpg,https://s3-eu-west-1.amazonaws.com/florentinedrawings/text500/32044103928974--__322.jpg
0002220-Berenson,"2,220",,,,2220,297,,2220,"2,220",153,,http://iiif.lib.harvard.edu/manifests/view/drs:423367548$322i,https://s3-eu-west-1.amazonaws.com/florentinedrawings/text200/32044103928974--__322.jpg,https://s3-eu-west-1.amazonaws.com/florentinedrawings/text500/32044103928974--__322.jpg
0002221-Berenson,"2,221",,,,2221,297,,2221,"2,221",153,,http://iiif.lib.harvard.edu/manifests/view/drs:423367548$322i,https://s3-eu-west-1.amazonaws.com/florentinedrawings/text200/32044103928974--__322.jpg,https://s3-eu-west-1.amazonaws.com/florentinedrawings/text500/32044103928974--__322.jpg
0002222-Berenson,"2,222",,,,2222,297,,2222,"2,222",153,,http://iiif.lib.harvard.edu/manifests/view/drs:423367548$322i,https://s3-eu-west-1.amazonaws.com/florentinedrawings/text200/32044103928974--__322.jpg,https://s3-eu-west-1.amazonaws.com/florentinedrawings/text500/32044103928974--__322.jpg
0002223-Berenson,"2,223",,,,2223,297,,2223,"2,223",153,,http://iiif.lib.harvard.edu/manifests/view/drs:423367548$322i,https://s3-eu-west-1.amazonaws.com/florentinedrawings/text200/32044103928974--__322.jpg,https://s3-eu-west-1.amazonaws.com/florentinedrawings/text500/32044103928974--__322.jpg
0002224-Berenson,"2,224",,,,2224,297,,2224,"2,224",153,,http://iiif.lib.harvard.edu/manifests/view/drs:423367548$322i,https://s3-eu-west-1.amazonaws.com/florentinedrawings/text200/32044103928974--__322.jpg,https://s3-eu-west-1.amazonaws.com/florentinedrawings/text500/32044103928974--__322.jpg
0002225-Berenson,"2,225",,,,2225,297,,2225,"2,225",153,,http://iiif.lib.harvard.edu/manifests/view/drs:423367548$322i,https://s3-eu-west-1.amazonaws.com/florentinedrawings/text200/32044103928974--__322.jpg,https://s3-eu-west-1.amazonaws.com/florentinedrawings/text500/32044103928974--__322.jpg
0002226-Berenson,"2,226",,,,2226,297,,2226,"2,226",153,,http://iiif.lib.harvard.edu/manifests/view/drs:423367548$322i,https://s3-eu-west-1.amazonaws.com/florentinedrawings/text200/32044103928974--__322.jpg,https://s3-eu-west-1.amazonaws.com/florentinedrawings/text500/32044103928974--__322.jpg
0002227-Berenson,"2,227",,,,2227,297,,2227,"2,227",153,,http://iiif.lib.harvard.edu/manifests/view/drs:423367548$322i,https://s3-eu-west-1.amazonaws.com/florentinedrawings/text200/32044103928974--__322.jpg,https://s3-eu-west-1.amazonaws.com/florentinedrawings/text500/32044103928974--__322.jpg
0002228-Berenson,"2,228",,,,2228,298,,2228,"2,228",153,,http://iiif.lib.harvard.edu/manifests/view/drs:423367548$322i,https://s3-eu-west-1.amazonaws.com/florentinedrawings/text200/32044103928974--__322.jpg,https://s3-eu-west-1.amazonaws.com/florentinedrawings/text500/32044103928974--__322.jpg
0002229-Berenson,"2,229",,,,2229,298,,2229,"2,229",153,,http://iiif.lib.harvard.edu/manifests/view/drs:423367548$322i,https://s3-eu-west-1.amazonaws.com/florentinedrawings/text200/32044103928974--__322.jpg,https://s3-eu-west-1.amazonaws.com/florentinedrawings/text500/32044103928974--__322.jpg
0002230-Berenson,"2,230",,,,2230,298,,2230,"2,230",154,,http://iiif.lib.harvard.edu/manifests/view/drs:423367548$323i,https://s3-eu-west-1.amazonaws.com/florentinedrawings/text200/32044103928974--__323.jpg,https://s3-eu-west-1.amazonaws.com/florentinedrawings/text500/32044103928974--__323.jpg
0002231-Berenson,"2,231",,,,2231,298,,2231,"2,231",154,,http://iiif.lib.harvard.edu/manifests/view/drs:423367548$323i,https://s3-eu-west-1.amazonaws.com/florentinedrawings/text200/32044103928974--__323.jpg,https://s3-eu-west-1.amazonaws.com/florentinedrawings/text500/32044103928974--__323.jpg
0002232-Berenson,"2,232",,,,2232,298,,2232,"2,232",154,,http://iiif.lib.harvard.edu/manifests/view/drs:423367548$323i,https://s3-eu-west-1.amazonaws.com/florentinedrawings/text200/32044103928974--__323.jpg,https://s3-eu-west-1.amazonaws.com/florentinedrawings/text500/32044103928974--__323.jpg
0002233-Berenson,"2,233",,,,2233,298,,2233,"2,233",154,,http://iiif.lib.harvard.edu/manifests/view/drs:423367548$323i,https://s3-eu-west-1.amazonaws.com/florentinedrawings/text200/32044103928974--__323.jpg,https://s3-eu-west-1.amazonaws.com/florentinedrawings/text500/32044103928974--__323.jpg
0002234-Berenson,"2,234",,,,2234,298,,2234,"2,234",154,,http://iiif.lib.harvard.edu/manifests/view/drs:423367548$323i,https://s3-eu-west-1.amazonaws.com/florentinedrawings/text200/32044103928974--__323.jpg,https://s3-eu-west-1.amazonaws.com/florentinedrawings/text500/32044103928974--__323.jpg
0002235-Berenson,"2,235",,,,2235,298,,2235,"2,235",154,,http://iiif.lib.harvard.edu/manifests/view/drs:423367548$323i,https://s3-eu-west-1.amazonaws.com/florentinedrawings/text200/32044103928974--__323.jpg,https://s3-eu-west-1.amazonaws.com/florentinedrawings/text500/32044103928974--__323.jpg
0002236-Berenson,"2,236",,,,2236,298,,2236,"2,236",154,,http://iiif.lib.harvard.edu/manifests/view/drs:423367548$323i,https://s3-eu-west-1.amazonaws.com/florentinedrawings/text200/32044103928974--__323.jpg,https://s3-eu-west-1.amazonaws.com/florentinedrawings/text500/32044103928974--__323.jpg
002370B-Berenson,"2,370",B,,,2370 B ,,,2237,"2,237",154,,http://iiif.lib.harvard.edu/manifests/view/drs:423367548$323i,https://s3-eu-west-1.amazonaws.com/florentinedrawings/text200/32044103928974--__323.jpg,https://s3-eu-west-1.amazonaws.com/florentinedrawings/text500/32044103928974--__323.jpg
002370C-Berenson,"2,370",C,,,2370 C,,,2238,"2,238",154,,http://iiif.lib.harvard.edu/manifests/view/drs:423367548$323i,https://s3-eu-west-1.amazonaws.com/florentinedrawings/text200/32044103928974--__323.jpg,https://s3-eu-west-1.amazonaws.com/florentinedrawings/text500/32044103928974--__323.jpg
0002239-Berenson,"2,239",,,,2239,298,,2239,"2,239",154,,http://iiif.lib.harvard.edu/manifests/view/drs:423367548$323i,https://s3-eu-west-1.amazonaws.com/florentinedrawings/text200/32044103928974--__323.jpg,https://s3-eu-west-1.amazonaws.com/florentinedrawings/text500/32044103928974--__323.jpg
0002240-Berenson,"2,240",,,,2240,298,,2240,"2,240",154,,http://iiif.lib.harvard.edu/manifests/view/drs:423367548$323i,https://s3-eu-west-1.amazonaws.com/florentinedrawings/text200/32044103928974--__323.jpg,https://s3-eu-west-1.amazonaws.com/florentinedrawings/text500/32044103928974--__323.jpg
0002241-Berenson,"2,241",,,,2241,298,,2241,"2,241",154,,http://iiif.lib.harvard.edu/manifests/view/drs:423367548$323i,https://s3-eu-west-1.amazonaws.com/florentinedrawings/text200/32044103928974--__323.jpg,https://s3-eu-west-1.amazonaws.com/florentinedrawings/text500/32044103928974--__323.jpg
0002242-Berenson,"2,242",,,,2242,298,,2242,"2,242",154,,http://iiif.lib.harvard.edu/manifests/view/drs:423367548$323i,https://s3-eu-west-1.amazonaws.com/florentinedrawings/text200/32044103928974--__323.jpg,https://s3-eu-west-1.amazonaws.com/florentinedrawings/text500/32044103928974--__323.jpg
0002243-Berenson,"2,243",,,,2243,298,,2243,"2,243",154,,http://iiif.lib.harvard.edu/manifests/view/drs:423367548$323i,https://s3-eu-west-1.amazonaws.com/florentinedrawings/text200/32044103928974--__323.jpg,https://s3-eu-west-1.amazonaws.com/florentinedrawings/text500/32044103928974--__323.jpg
0002244-Berenson,"2,244",,,,2244,299,,2244,"2,244",154,,http://iiif.lib.harvard.edu/manifests/view/drs:423367548$323i,https://s3-eu-west-1.amazonaws.com/florentinedrawings/text200/32044103928974--__323.jpg,https://s3-eu-west-1.amazonaws.com/florentinedrawings/text500/32044103928974--__323.jpg
0002245-Berenson,"2,245",,,,2245,299,,2245,"2,245",154,,http://iiif.lib.harvard.edu/manifests/view/drs:423367548$323i,https://s3-eu-west-1.amazonaws.com/florentinedrawings/text200/32044103928974--__323.jpg,https://s3-eu-west-1.amazonaws.com/florentinedrawings/text500/32044103928974--__323.jpg
0002246-Berenson,"2,246",,,,2246,299,,2246,"2,246",154,,http://iiif.lib.harvard.edu/manifests/view/drs:423367548$323i,https://s3-eu-west-1.amazonaws.com/florentinedrawings/text200/32044103928974--__323.jpg,https://s3-eu-west-1.amazonaws.com/florentinedrawings/text500/32044103928974--__323.jpg
0002247-Berenson,"2,247",,,,2247,299,,2247,"2,247",154,,http://iiif.lib.harvard.edu/manifests/view/drs:423367548$323i,https://s3-eu-west-1.amazonaws.com/florentinedrawings/text200/32044103928974--__323.jpg,https://s3-eu-west-1.amazonaws.com/florentinedrawings/text500/32044103928974--__323.jpg
0002248-Berenson,"2,248",,,,2248,299,,2248,"2,248",154,,http://iiif.lib.harvard.edu/manifests/view/drs:423367548$323i,https://s3-eu-west-1.amazonaws.com/florentinedrawings/text200/32044103928974--__323.jpg,https://s3-eu-west-1.amazonaws.com/florentinedrawings/text500/32044103928974--__323.jpg
0002249-Berenson,"2,249",,,,2249,299,,2249,"2,249",154,,http://iiif.lib.harvard.edu/manifests/view/drs:423367548$323i,https://s3-eu-west-1.amazonaws.com/florentinedrawings/text200/32044103928974--__323.jpg,https://s3-eu-west-1.amazonaws.com/florentinedrawings/text500/32044103928974--__323.jpg
001955A-Berenson,1955 A,,456,,1955 A,273,,2249,"2,249",154,,http://iiif.lib.harvard.edu/manifests/view/drs:423367548$323i,https://s3-eu-west-1.amazonaws.com/florentinedrawings/text200/32044103928974--__323.jpg,https://s3-eu-west-1.amazonaws.com/florentinedrawings/text500/32044103928974--__323.jpg
0002250-Berenson,"2,250",,,,2250,299,,2250,"2,250",154,,http://iiif.lib.harvard.edu/manifests/view/drs:423367548$323i,https://s3-eu-west-1.amazonaws.com/florentinedrawings/text200/32044103928974--__323.jpg,https://s3-eu-west-1.amazonaws.com/florentinedrawings/text500/32044103928974--__323.jpg
0002251-Berenson,"2,251",,,,2251,300,,2251,"2,251",154,,http://iiif.lib.harvard.edu/manifests/view/drs:423367548$323i,https://s3-eu-west-1.amazonaws.com/florentinedrawings/text200/32044103928974--__323.jpg,https://s3-eu-west-1.amazonaws.com/florentinedrawings/text500/32044103928974--__323.jpg
0002252-Berenson,"2,252",,,,2252,300,,2252,"2,252",154,155,http://iiif.lib.harvard.edu/manifests/view/drs:423367548$323i,https://s3-eu-west-1.amazonaws.com/florentinedrawings/text200/32044103928974--__323.jpg,https://s3-eu-west-1.amazonaws.com/florentinedrawings/text500/32044103928974--__323.jpg
